"Gene","padj_1","p_value_1","lfcSE.x","stat.x","log2FC_1","baseMean.x","Symbol.x","Description.x","Synonyms.x","GeneType.x","EnsemblGeneID.x","Status.x","ChrAcc.x","ChrStart.x","ChrStop.x","Orientation.x","Length.x","GOFunctionID.x","GOProcessID.x","GOComponentID.x","GOFunction.x","GOProcess.x","GOComponent.x","padj_2","p_value_2","lfcSE.y","stat.y","log2FC_2","baseMean.y","Symbol.y","Description.y","Synonyms.y","GeneType.y","EnsemblGeneID.y","Status.y","ChrAcc.y","ChrStart.y","ChrStop.y","Orientation.y","Length.y","GOFunctionID.y","GOProcessID.y","GOComponentID.y","GOFunction.y","GOProcess.y","GOComponent.y","Regulation"
2119,0.000332,1.28e-05,0.2521,4.363544,1.100205,1201.4,"ETV5","ETS variant transcription factor 5","ERM","protein-coding","ENSG00000244405","active","NC_000003.12","186046314","186109089","negative",4082,"GO:0000976///GO:0000977///GO:0000981///GO:0001228///GO:0003677///GO:0003700///GO:0005515///GO:1990837","GO:0000122///GO:0006357///GO:0030154///GO:0034599///GO:0045944","GO:0000785///GO:0005634///GO:0005654","transcription cis-regulatory region binding///RNA polymerase II transcription regulatory region sequence-specific DNA binding///DNA-binding transcription factor activity, RNA polymerase II-specific///DNA-binding transcription activator activity, RNA polymerase II-specific///DNA binding///DNA-binding transcription factor activity///protein binding///sequence-specific double-stranded DNA binding","negative regulation of transcription by RNA polymerase II///regulation of transcription by RNA polymerase II///cell differentiation///cellular response to oxidative stress///positive regulation of transcription by RNA polymerase II","chromatin///nucleus///nucleoplasm",0.09840945,0.00866,0.1371,-2.6250722,-0.3598613,583.96,"ETV5","ETS variant transcription factor 5","ERM","protein-coding","ENSG00000244405","active","NC_000003.12","186046314","186109089","negative",4082,"GO:0000976///GO:0000977///GO:0000981///GO:0001228///GO:0003677///GO:0003700///GO:0005515///GO:1990837","GO:0000122///GO:0006357///GO:0030154///GO:0034599///GO:0045944","GO:0000785///GO:0005634///GO:0005654","transcription cis-regulatory region binding///RNA polymerase II transcription regulatory region sequence-specific DNA binding///DNA-binding transcription factor activity, RNA polymerase II-specific///DNA-binding transcription activator activity, RNA polymerase II-specific///DNA binding///DNA-binding transcription factor activity///protein binding///sequence-specific double-stranded DNA binding","negative regulation of transcription by RNA polymerase II///regulation of transcription by RNA polymerase II///cell differentiation///cellular response to oxidative stress///positive regulation of transcription by RNA polymerase II","chromatin///nucleus///nucleoplasm","Upregulated"
2571,5.89e-05,1.23e-06,0.2313,4.850348,1.1218704,2270.31,"GAD1","glutamate decarboxylase 1","CPSQ1|DEE89|GAD|SCP","protein-coding","ENSG00000128683","active","NC_000002.12","170813210","170861151","positive",4525,"GO:0004351///GO:0005515///GO:0016831///GO:0030170///GO:0042802","GO:0006538///GO:0006540///GO:0007268///GO:0009449///GO:0018352///GO:0035176///GO:0035641///GO:0042136","GO:0005737///GO:0005886///GO:0005938///GO:0012506///GO:0043679///GO:0048786///GO:0060077///GO:0061202///GO:0098982","glutamate decarboxylase activity///protein binding///carboxy-lyase activity///pyridoxal phosphate binding///identical protein binding","glutamate catabolic process///glutamate decarboxylation to succinate///chemical synaptic transmission///gamma-aminobutyric acid biosynthetic process///protein-pyridoxal-5-phosphate linkage///social behavior///locomotory exploration behavior///neurotransmitter biosynthetic process","cytoplasm///plasma membrane///cell cortex///vesicle membrane///axon terminus///presynaptic active zone///inhibitory synapse///clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane///GABA-ergic synapse",0.16389755,0.0232,0.3132,-2.2697976,-0.7108412,624.52,"GAD1","glutamate decarboxylase 1","CPSQ1|DEE89|GAD|SCP","protein-coding","ENSG00000128683","active","NC_000002.12","170813210","170861151","positive",4525,"GO:0004351///GO:0005515///GO:0016831///GO:0030170///GO:0042802","GO:0006538///GO:0006540///GO:0007268///GO:0009449///GO:0018352///GO:0035176///GO:0035641///GO:0042136","GO:0005737///GO:0005886///GO:0005938///GO:0012506///GO:0043679///GO:0048786///GO:0060077///GO:0061202///GO:0098982","glutamate decarboxylase activity///protein binding///carboxy-lyase activity///pyridoxal phosphate binding///identical protein binding","glutamate catabolic process///glutamate decarboxylation to succinate///chemical synaptic transmission///gamma-aminobutyric acid biosynthetic process///protein-pyridoxal-5-phosphate linkage///social behavior///locomotory exploration behavior///neurotransmitter biosynthetic process","cytoplasm///plasma membrane///cell cortex///vesicle membrane///axon terminus///presynaptic active zone///inhibitory synapse///clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane///GABA-ergic synapse","Upregulated"
2572,5.03e-05,1.01e-06,0.3006,4.888757,1.4697669,1536.19,"GAD2","glutamate decarboxylase 2","GAD65","protein-coding","ENSG00000136750","active","NC_000010.11","26216307","26304562","positive",5862,"GO:0004351///GO:0005515///GO:0016595///GO:0016831///GO:0030170///GO:0044877","GO:0006540///GO:0007268///GO:0009410///GO:0009449///GO:0042136","GO:0000139///GO:0005737///GO:0005829///GO:0005886///GO:0030424///GO:0030672///GO:0042734///GO:0048471///GO:0060077///GO:0061202///GO:0098982","glutamate decarboxylase activity///protein binding///glutamate binding///carboxy-lyase activity///pyridoxal phosphate binding///protein-containing complex binding","glutamate decarboxylation to succinate///chemical synaptic transmission///response to xenobiotic stimulus///gamma-aminobutyric acid biosynthetic process///neurotransmitter biosynthetic process","Golgi membrane///cytoplasm///cytosol///plasma membrane///axon///synaptic vesicle membrane///presynaptic membrane///perinuclear region of cytoplasm///inhibitory synapse///clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane///GABA-ergic synapse",0.25216557,0.0537,0.3904,-1.9289233,-0.7529604,329.38,"GAD2","glutamate decarboxylase 2","GAD65","protein-coding","ENSG00000136750","active","NC_000010.11","26216307","26304562","positive",5862,"GO:0004351///GO:0005515///GO:0016595///GO:0016831///GO:0030170///GO:0044877","GO:0006540///GO:0007268///GO:0009410///GO:0009449///GO:0042136","GO:0000139///GO:0005737///GO:0005829///GO:0005886///GO:0030424///GO:0030672///GO:0042734///GO:0048471///GO:0060077///GO:0061202///GO:0098982","glutamate decarboxylase activity///protein binding///glutamate binding///carboxy-lyase activity///pyridoxal phosphate binding///protein-containing complex binding","glutamate decarboxylation to succinate///chemical synaptic transmission///response to xenobiotic stimulus///gamma-aminobutyric acid biosynthetic process///neurotransmitter biosynthetic process","Golgi membrane///cytoplasm///cytosol///plasma membrane///axon///synaptic vesicle membrane///presynaptic membrane///perinuclear region of cytoplasm///inhibitory synapse///clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane///GABA-ergic synapse","Upregulated"
2847,0.000116,3.15e-06,0.2813,4.660502,1.3108998,145.79,"MCHR1","melanin concentrating hormone receptor 1","GPR24|MCH-1R|MCH1R|SLC-1|SLC1","protein-coding","ENSG00000128285","active","NC_000022.11","40679178","40682814","positive",2423,"GO:0004930///GO:0005102///GO:0008022///GO:0008188///GO:0030273///GO:0042277///GO:0042562///GO:0042923","GO:0006091///GO:0007166///GO:0007186///GO:0007193///GO:0007204///GO:0007218///GO:0007631///GO:0051928","GO:0005886///GO:0005929///GO:0043005///GO:0060170///GO:0097730","G protein-coupled receptor activity///signaling receptor binding///protein C-terminus binding///neuropeptide receptor activity///melanin-concentrating hormone receptor activity///peptide binding///hormone binding///neuropeptide binding","generation of precursor metabolites and energy///cell surface receptor signaling pathway///G protein-coupled receptor signaling pathway///adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway///positive regulation of cytosolic calcium ion concentration///neuropeptide signaling pathway///feeding behavior///positive regulation of calcium ion transport","plasma membrane///cilium///neuron projection///ciliary membrane///non-motile cilium",0.01125921,0.000165,0.353,-3.7678759,-1.3300021,88.78,"MCHR1","melanin concentrating hormone receptor 1","GPR24|MCH-1R|MCH1R|SLC-1|SLC1","protein-coding","ENSG00000128285","active","NC_000022.11","40679178","40682814","positive",2423,"GO:0004930///GO:0005102///GO:0008022///GO:0008188///GO:0030273///GO:0042277///GO:0042562///GO:0042923","GO:0006091///GO:0007166///GO:0007186///GO:0007193///GO:0007204///GO:0007218///GO:0007631///GO:0051928","GO:0005886///GO:0005929///GO:0043005///GO:0060170///GO:0097730","G protein-coupled receptor activity///signaling receptor binding///protein C-terminus binding///neuropeptide receptor activity///melanin-concentrating hormone receptor activity///peptide binding///hormone binding///neuropeptide binding","generation of precursor metabolites and energy///cell surface receptor signaling pathway///G protein-coupled receptor signaling pathway///adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway///positive regulation of cytosolic calcium ion concentration///neuropeptide signaling pathway///feeding behavior///positive regulation of calcium ion transport","plasma membrane///cilium///neuron projection///ciliary membrane///non-motile cilium","Upregulated"
3754,3.3e-08,5.5e-11,0.1919,6.556851,1.2580421,394.06,"KCNF1","potassium voltage-gated channel modifier subfamily F member 1","IK8|KCNF|KV5.1|kH1","protein-coding","ENSG00000162975","active","NC_000002.12","10911934","10914225","positive",2292,"GO:0005249///GO:0005267///GO:0005515","GO:0006813///GO:0034765///GO:0051260///GO:0071805///GO:1905515","GO:0005886///GO:0008076///GO:0016020///GO:0097546","voltage-gated potassium channel activity///potassium channel activity///protein binding","potassium ion transport///regulation of ion transmembrane transport///protein homooligomerization///potassium ion transmembrane transport///non-motile cilium assembly","plasma membrane///voltage-gated potassium channel complex///membrane///ciliary base",0.00481933,3.93e-05,0.2065,-4.1116652,-0.8489201,592.31,"KCNF1","potassium voltage-gated channel modifier subfamily F member 1","IK8|KCNF|KV5.1|kH1","protein-coding","ENSG00000162975","active","NC_000002.12","10911934","10914225","positive",2292,"GO:0005249///GO:0005267///GO:0005515","GO:0006813///GO:0034765///GO:0051260///GO:0071805///GO:1905515","GO:0005886///GO:0008076///GO:0016020///GO:0097546","voltage-gated potassium channel activity///potassium channel activity///protein binding","potassium ion transport///regulation of ion transmembrane transport///protein homooligomerization///potassium ion transmembrane transport///non-motile cilium assembly","plasma membrane///voltage-gated potassium channel complex///membrane///ciliary base","Upregulated"
3755,1.73e-05,2.34e-07,0.2236,5.169887,1.1561013,93.98,"KCNG1","potassium voltage-gated channel modifier subfamily G member 1","K13|KCNG|KV6.1|kH2","protein-coding","ENSG00000026559","active","NC_000020.11","51003656","51023176","negative",5024,"GO:0005249///GO:0005251///GO:0005267","GO:0006813///GO:0051260///GO:0071805///GO:1902259","GO:0005886///GO:0008076///GO:0016020","voltage-gated potassium channel activity///delayed rectifier potassium channel activity///potassium channel activity","potassium ion transport///protein homooligomerization///potassium ion transmembrane transport///regulation of delayed rectifier potassium channel activity","plasma membrane///voltage-gated potassium channel complex///membrane",0.61567819,0.329,0.4089,-0.9760201,-0.3991342,311.62,"KCNG1","potassium voltage-gated channel modifier subfamily G member 1","K13|KCNG|KV6.1|kH2","protein-coding","ENSG00000026559","active","NC_000020.11","51003656","51023176","negative",5024,"GO:0005249///GO:0005251///GO:0005267","GO:0006813///GO:0051260///GO:0071805///GO:1902259","GO:0005886///GO:0008076///GO:0016020","voltage-gated potassium channel activity///delayed rectifier potassium channel activity///potassium channel activity","potassium ion transport///protein homooligomerization///potassium ion transmembrane transport///regulation of delayed rectifier potassium channel activity","plasma membrane///voltage-gated potassium channel complex///membrane","Upregulated"
3790,1.9e-06,1.23e-08,0.2006,5.694988,1.1426012,88.69,"KCNS3","potassium voltage-gated channel modifier subfamily S member 3","KV9.3","protein-coding","ENSG00000170745","active","NC_000002.12","17877847","17932961","positive",2915,"GO:0005249///GO:0005251///GO:0015459","GO:0006813///GO:0034765///GO:0051260///GO:0071805","GO:0005794///GO:0005829///GO:0005886///GO:0008076///GO:0016020","voltage-gated potassium channel activity///delayed rectifier potassium channel activity///potassium channel regulator activity","potassium ion transport///regulation of ion transmembrane transport///protein homooligomerization///potassium ion transmembrane transport","Golgi apparatus///cytosol///plasma membrane///voltage-gated potassium channel complex///membrane",0.68732277,0.415,0.2286,0.8143628,0.1862017,48.96,"KCNS3","potassium voltage-gated channel modifier subfamily S member 3","KV9.3","protein-coding","ENSG00000170745","active","NC_000002.12","17877847","17932961","positive",2915,"GO:0005249///GO:0005251///GO:0015459","GO:0006813///GO:0034765///GO:0051260///GO:0071805","GO:0005794///GO:0005829///GO:0005886///GO:0008076///GO:0016020","voltage-gated potassium channel activity///delayed rectifier potassium channel activity///potassium channel regulator activity","potassium ion transport///regulation of ion transmembrane transport///protein homooligomerization///potassium ion transmembrane transport","Golgi apparatus///cytosol///plasma membrane///voltage-gated potassium channel complex///membrane","Upregulated"
3815,1.39e-05,1.69e-07,0.2436,5.230973,1.2740373,609.99,"KIT","KIT proto-oncogene, receptor tyrosine kinase","C-Kit|CD117|MASTC|PBT|SCFR","protein-coding","ENSG00000157404","active","NC_000004.12","54657928","54740715","positive",5179,"GO:0002020///GO:0004713///GO:0004714///GO:0005020///GO:0005515///GO:0005524///GO:0019955///GO:0042169///GO:0042803///GO:0046872","GO:0001541///GO:0002244///GO:0002318///GO:0002320///GO:0002327///GO:0002551///GO:0002732///GO:0006687///GO:0006954///GO:0007165///GO:0007169///GO:0007275///GO:0007283///GO:0007286///GO:0008354///GO:0008360///GO:0008542///GO:0008584///GO:0010863///GO:0014068///GO:0018108///GO:0019221///GO:0019827///GO:0030032///GO:0030097///GO:0030183///GO:0030217///GO:0030218///GO:0030318///GO:0030335///GO:0031274///GO:0031532///GO:0032765///GO:0033674///GO:0035019///GO:0035162///GO:0035234///GO:0035556///GO:0035701///GO:0035855///GO:0038093///GO:0038109///GO:0038162///GO:0042127///GO:0042531///GO:0043069///GO:0043303///GO:0043406///GO:0043408///GO:0043410///GO:0043473///GO:0043552///GO:0043586///GO:0045747///GO:0046427///GO:0046686///GO:0046777///GO:0048103///GO:0048170///GO:0048565///GO:0048863///GO:0050673///GO:0050910///GO:0051091///GO:0051093///GO:0060326///GO:0060374///GO:0070662///GO:0070668///GO:0097067///GO:0097324///GO:0097326///GO:0120072///GO:1904251///GO:1904343///GO:1904349///GO:1905065///GO:2000242","GO:0001650///GO:0001669///GO:0005615///GO:0005886///GO:0005911///GO:0009897///GO:0009898///GO:0043235","protease binding///protein tyrosine kinase activity///transmembrane receptor protein tyrosine kinase activity///stem cell factor receptor activity///protein binding///ATP binding///cytokine binding///SH2 domain binding///protein homodimerization activity///metal ion binding","ovarian follicle development///hematopoietic progenitor cell differentiation///myeloid progenitor cell differentiation///lymphoid progenitor cell differentiation///immature B cell differentiation///mast cell chemotaxis///positive regulation of dendritic cell cytokine production///glycosphingolipid metabolic process///inflammatory response///signal transduction///transmembrane receptor protein tyrosine kinase signaling pathway///multicellular organism development///spermatogenesis///spermatid development///germ cell migration///regulation of cell shape///visual learning///male gonad development///positive regulation of phospholipase C activity///positive regulation of phosphatidylinositol 3-kinase signaling///peptidyl-tyrosine phosphorylation///cytokine-mediated signaling pathway///stem cell population maintenance///lamellipodium assembly///hemopoiesis///B cell differentiation///T cell differentiation///erythrocyte differentiation///melanocyte differentiation///positive regulation of cell migration///positive regulation of pseudopodium assembly///actin cytoskeleton reorganization///positive regulation of mast cell cytokine production///positive regulation of kinase activity///somatic stem cell population maintenance///embryonic hemopoiesis///ectopic germ cell programmed cell death///intracellular signal transduction///hematopoietic stem cell migration///megakaryocyte development///Fc receptor signaling pathway///Kit signaling pathway///erythropoietin-mediated signaling pathway///regulation of cell population proliferation///positive regulation of tyrosine phosphorylation of STAT protein///negative regulation of programmed cell death///mast cell degranulation///positive regulation of MAP kinase activity///regulation of MAPK cascade///positive regulation of MAPK cascade///pigmentation///positive regulation of phosphatidylinositol 3-kinase activity///tongue development///positive regulation of Notch signaling pathway///positive regulation of receptor signaling pathway via JAK-STAT///response to cadmium ion///protein autophosphorylation///somatic stem cell division///positive regulation of long-term neuronal synaptic plasticity///digestive tract development///stem cell differentiation///epithelial cell proliferation///detection of mechanical stimulus involved in sensory perception of sound///positive regulation of DNA-binding transcription factor activity///negative regulation of developmental process///cell chemotaxis///mast cell differentiation///mast cell proliferation///positive regulation of mast cell proliferation///cellular response to thyroid hormone stimulus///melanocyte migration///melanocyte adhesion///positive regulation of pyloric antrum smooth muscle contraction///regulation of bile acid metabolic process///positive regulation of colon smooth muscle contraction///positive regulation of small intestine smooth muscle contraction///positive regulation of vascular associated smooth muscle cell differentiation///negative regulation of reproductive process","fibrillar center///acrosomal vesicle///extracellular space///plasma membrane///cell-cell junction///external side of plasma membrane///cytoplasmic side of plasma membrane///receptor complex",0.50370264,0.218,0.2404,-1.2324261,-0.2963072,206.46,"KIT","KIT proto-oncogene, receptor tyrosine kinase","C-Kit|CD117|MASTC|PBT|SCFR","protein-coding","ENSG00000157404","active","NC_000004.12","54657928","54740715","positive",5179,"GO:0002020///GO:0004713///GO:0004714///GO:0005020///GO:0005515///GO:0005524///GO:0019955///GO:0042169///GO:0042803///GO:0046872","GO:0001541///GO:0002244///GO:0002318///GO:0002320///GO:0002327///GO:0002551///GO:0002732///GO:0006687///GO:0006954///GO:0007165///GO:0007169///GO:0007275///GO:0007283///GO:0007286///GO:0008354///GO:0008360///GO:0008542///GO:0008584///GO:0010863///GO:0014068///GO:0018108///GO:0019221///GO:0019827///GO:0030032///GO:0030097///GO:0030183///GO:0030217///GO:0030218///GO:0030318///GO:0030335///GO:0031274///GO:0031532///GO:0032765///GO:0033674///GO:0035019///GO:0035162///GO:0035234///GO:0035556///GO:0035701///GO:0035855///GO:0038093///GO:0038109///GO:0038162///GO:0042127///GO:0042531///GO:0043069///GO:0043303///GO:0043406///GO:0043408///GO:0043410///GO:0043473///GO:0043552///GO:0043586///GO:0045747///GO:0046427///GO:0046686///GO:0046777///GO:0048103///GO:0048170///GO:0048565///GO:0048863///GO:0050673///GO:0050910///GO:0051091///GO:0051093///GO:0060326///GO:0060374///GO:0070662///GO:0070668///GO:0097067///GO:0097324///GO:0097326///GO:0120072///GO:1904251///GO:1904343///GO:1904349///GO:1905065///GO:2000242","GO:0001650///GO:0001669///GO:0005615///GO:0005886///GO:0005911///GO:0009897///GO:0009898///GO:0043235","protease binding///protein tyrosine kinase activity///transmembrane receptor protein tyrosine kinase activity///stem cell factor receptor activity///protein binding///ATP binding///cytokine binding///SH2 domain binding///protein homodimerization activity///metal ion binding","ovarian follicle development///hematopoietic progenitor cell differentiation///myeloid progenitor cell differentiation///lymphoid progenitor cell differentiation///immature B cell differentiation///mast cell chemotaxis///positive regulation of dendritic cell cytokine production///glycosphingolipid metabolic process///inflammatory response///signal transduction///transmembrane receptor protein tyrosine kinase signaling pathway///multicellular organism development///spermatogenesis///spermatid development///germ cell migration///regulation of cell shape///visual learning///male gonad development///positive regulation of phospholipase C activity///positive regulation of phosphatidylinositol 3-kinase signaling///peptidyl-tyrosine phosphorylation///cytokine-mediated signaling pathway///stem cell population maintenance///lamellipodium assembly///hemopoiesis///B cell differentiation///T cell differentiation///erythrocyte differentiation///melanocyte differentiation///positive regulation of cell migration///positive regulation of pseudopodium assembly///actin cytoskeleton reorganization///positive regulation of mast cell cytokine production///positive regulation of kinase activity///somatic stem cell population maintenance///embryonic hemopoiesis///ectopic germ cell programmed cell death///intracellular signal transduction///hematopoietic stem cell migration///megakaryocyte development///Fc receptor signaling pathway///Kit signaling pathway///erythropoietin-mediated signaling pathway///regulation of cell population proliferation///positive regulation of tyrosine phosphorylation of STAT protein///negative regulation of programmed cell death///mast cell degranulation///positive regulation of MAP kinase activity///regulation of MAPK cascade///positive regulation of MAPK cascade///pigmentation///positive regulation of phosphatidylinositol 3-kinase activity///tongue development///positive regulation of Notch signaling pathway///positive regulation of receptor signaling pathway via JAK-STAT///response to cadmium ion///protein autophosphorylation///somatic stem cell division///positive regulation of long-term neuronal synaptic plasticity///digestive tract development///stem cell differentiation///epithelial cell proliferation///detection of mechanical stimulus involved in sensory perception of sound///positive regulation of DNA-binding transcription factor activity///negative regulation of developmental process///cell chemotaxis///mast cell differentiation///mast cell proliferation///positive regulation of mast cell proliferation///cellular response to thyroid hormone stimulus///melanocyte migration///melanocyte adhesion///positive regulation of pyloric antrum smooth muscle contraction///regulation of bile acid metabolic process///positive regulation of colon smooth muscle contraction///positive regulation of small intestine smooth muscle contraction///positive regulation of vascular associated smooth muscle cell differentiation///negative regulation of reproductive process","fibrillar center///acrosomal vesicle///extracellular space///plasma membrane///cell-cell junction///external side of plasma membrane///cytoplasmic side of plasma membrane///receptor complex","Upregulated"
4511,0.000168,5.2e-06,0.3087,4.55671,1.4065363,3477.75,"TRNC","tRNA-Cys","MTTC","tRNA","","active","NC_012920.1","5761","5826","negative",66,"","","","","","",0.50050702,0.215,0.3221,-1.2394677,-0.3992497,1593.71,"TRNC","tRNA-Cys","MTTC","tRNA","","active","NC_012920.1","5761","5826","negative",66,"","","","","","","Upregulated"
4553,3.82e-06,2.95e-08,0.5466,5.54439,3.0303667,936.61,"TRNA","tRNA-Ala","MTTA","tRNA","","active","NC_012920.1","5587","5655","negative",69,"","","","","","",0.72871884,0.466,0.3233,-0.7284543,-0.2355306,818.45,"TRNA","tRNA-Ala","MTTA","tRNA","","active","NC_012920.1","5587","5655","negative",69,"","","","","","","Upregulated"
4564,3.1e-07,1.01e-09,0.3152,6.108093,1.9251646,290.54,"TRNH","tRNA-His","MTTH","tRNA","","active","NC_012920.1","12138","12206","positive",69,"","","","","","",0.79606359,0.571,0.2747,0.5658554,0.1554144,408.61,"TRNH","tRNA-His","MTTH","tRNA","","active","NC_012920.1","12138","12206","positive",69,"","","","","","","Upregulated"
4570,9.37e-05,2.29e-06,0.3459,4.725704,1.6347364,2771.57,"TRNN","tRNA-Asn","MTTN","tRNA","","active","NC_012920.1","5657","5729","negative",73,"","","","","","",0.71199614,0.446,0.3249,-0.7614718,-0.2473742,1063.02,"TRNN","tRNA-Asn","MTTN","tRNA","","active","NC_012920.1","5657","5729","negative",73,"","","","","","","Upregulated"
4574,0.0024,0.000188,0.3931,3.734432,1.4678535,7435.01,"TRNS1","tRNA-Ser","MTTS1","tRNA","","active","NC_012920.1","7446","7514","negative",69,"","","","","","",0.96263647,0.917,0.4339,0.1044097,0.0453009,2354.38,"TRNS1","tRNA-Ser","MTTS1","tRNA","","active","NC_012920.1","7446","7514","negative",69,"","","","","","","Upregulated"
4575,6.97e-06,6.39e-08,0.3799,5.407564,2.0542426,186.02,"TRNS2","tRNA-Ser","MTTS2","tRNA","","active","NC_012920.1","12207","12265","positive",59,"","","","","","",0.88921646,0.747,0.277,0.322721,0.0893953,444,"TRNS2","tRNA-Ser","MTTS2","tRNA","","active","NC_012920.1","12207","12265","positive",59,"","","","","","","Upregulated"
4578,0.0134,0.00206,0.3652,3.082051,1.1255081,245.03,"TRNW","tRNA-Trp","MTTW","tRNA","","active","NC_012920.1","5512","5579","positive",68,"","","","","","",0.97961726,0.952,0.3266,0.0600532,0.0196111,119.5,"TRNW","tRNA-Trp","MTTW","tRNA","","active","NC_012920.1","5512","5579","positive",68,"","","","","","","Upregulated"
4606,0.00109,6.47e-05,0.3887,3.995127,1.5530644,12.8,"MYBPC2","myosin binding protein C2","MYBPC|MYBPCF|fsMyBP-C","protein-coding","ENSG00000086967","active","NC_000019.10","50432892","50466321","positive",3604,"GO:0003779///GO:0005515///GO:0008307","GO:0007155","GO:0005829///GO:0032982","actin binding///protein binding///structural constituent of muscle","cell adhesion","cytosol///myosin filament",0.15140682,0.02,0.4717,-2.3270293,-1.0977018,16.56,"MYBPC2","myosin binding protein C2","MYBPC|MYBPCF|fsMyBP-C","protein-coding","ENSG00000086967","active","NC_000019.10","50432892","50466321","positive",3604,"GO:0003779///GO:0005515///GO:0008307","GO:0007155","GO:0005829///GO:0032982","actin binding///protein binding///structural constituent of muscle","cell adhesion","cytosol///myosin filament","Upregulated"
4826,2.73e-05,4.51e-07,0.2716,5.045956,1.3705544,484.53,"NNAT","neuronatin","Peg5","protein-coding","ENSG00000053438","active","NC_000020.11","37521250","37523690","positive",1259,"","GO:0007420///GO:0009249///GO:0032024","GO:0005737","","brain development///protein lipoylation///positive regulation of insulin secretion","cytoplasm",0.70624957,0.439,0.2658,-0.7734343,-0.2055989,453.39,"NNAT","neuronatin","Peg5","protein-coding","ENSG00000053438","active","NC_000020.11","37521250","37523690","positive",1259,"","GO:0007420///GO:0009249///GO:0032024","GO:0005737","","brain development///protein lipoylation///positive regulation of insulin secretion","cytoplasm","Upregulated"
