"Gene","padj_1","p_value_1","lfcSE.x","stat.x","log2FC_1","baseMean.x","Symbol.x","Description.x","Synonyms.x","GeneType.x","EnsemblGeneID.x","Status.x","ChrAcc.x","ChrStart.x","ChrStop.x","Orientation.x","Length.x","GOFunctionID.x","GOProcessID.x","GOComponentID.x","GOFunction.x","GOProcess.x","GOComponent.x","padj_2","p_value_2","lfcSE.y","stat.y","log2FC_2","baseMean.y","Symbol.y","Description.y","Synonyms.y","GeneType.y","EnsemblGeneID.y","Status.y","ChrAcc.y","ChrStart.y","ChrStop.y","Orientation.y","Length.y","GOFunctionID.y","GOProcessID.y","GOComponentID.y","GOFunction.y","GOProcess.y","GOComponent.y","Regulation"
229,0.000324,1.24e-05,0.2528,-4.370384,-1.1048389,73.9,"ALDOB","aldolase, fructose-bisphosphate B","ALDB|ALDO2","protein-coding","ENSG00000136872","active","NC_000009.12","101420560","101435774","negative",2420,"GO:0004332///GO:0005515///GO:0008092///GO:0042802///GO:0051117///GO:0061609///GO:0070061","GO:0006000///GO:0006096///GO:0006116///GO:0030388///GO:0032781///GO:0061624///GO:0070072","GO:0005815///GO:0005829///GO:0034451///GO:0070062","fructose-bisphosphate aldolase activity///protein binding///cytoskeletal protein binding///identical protein binding///ATPase binding///fructose-1-phosphate aldolase activity///fructose binding","fructose metabolic process///glycolytic process///NADH oxidation///fructose 1,6-bisphosphate metabolic process///positive regulation of ATP-dependent activity///fructose catabolic process to hydroxyacetone phosphate and glyceraldehyde-3-phosphate///vacuolar proton-transporting V-type ATPase complex assembly","microtubule organizing center///cytosol///centriolar satellite///extracellular exosome",0.89064161,0.75,0.362,-0.3191614,-0.1155512,49.64,"ALDOB","aldolase, fructose-bisphosphate B","ALDB|ALDO2","protein-coding","ENSG00000136872","active","NC_000009.12","101420560","101435774","negative",2420,"GO:0004332///GO:0005515///GO:0008092///GO:0042802///GO:0051117///GO:0061609///GO:0070061","GO:0006000///GO:0006096///GO:0006116///GO:0030388///GO:0032781///GO:0061624///GO:0070072","GO:0005815///GO:0005829///GO:0034451///GO:0070062","fructose-bisphosphate aldolase activity///protein binding///cytoskeletal protein binding///identical protein binding///ATPase binding///fructose-1-phosphate aldolase activity///fructose binding","fructose metabolic process///glycolytic process///NADH oxidation///fructose 1,6-bisphosphate metabolic process///positive regulation of ATP-dependent activity///fructose catabolic process to hydroxyacetone phosphate and glyceraldehyde-3-phosphate///vacuolar proton-transporting V-type ATPase complex assembly","microtubule organizing center///cytosol///centriolar satellite///extracellular exosome","Downregulated"
283,0.00295,0.000247,0.467,-3.664833,-1.7113402,10.78,"ANG","angiogenin","ALS9|HEL168|RAA1|RNASE4|RNASE5","protein-coding","ENSG00000214274","active","NC_000014.9","20684177","20694186","positive",1333,"GO:0003677///GO:0003779///GO:0004519///GO:0004521///GO:0004540///GO:0005102///GO:0005507///GO:0005515///GO:0008201///GO:0019843///GO:0042277///GO:0042803","GO:0001525///GO:0001541///GO:0001556///GO:0001666///GO:0001890///GO:0001938///GO:0006651///GO:0007154///GO:0007202///GO:0009303///GO:0009725///GO:0016078///GO:0016477///GO:0017148///GO:0019731///GO:0030041///GO:0032148///GO:0032431///GO:0042327///GO:0042592///GO:0045087///GO:0048662///GO:0050714///GO:0050830///GO:0061844///GO:0090502","GO:0005576///GO:0005604///GO:0005615///GO:0005634///GO:0005694///GO:0005730///GO:0005829///GO:0015629///GO:0030426///GO:0031410///GO:0032311///GO:0043025","DNA binding///actin binding///endonuclease activity///endoribonuclease activity///ribonuclease activity///signaling receptor binding///copper ion binding///protein binding///heparin binding///rRNA binding///peptide binding///protein homodimerization activity","angiogenesis///ovarian follicle development///oocyte maturation///response to hypoxia///placenta development///positive regulation of endothelial cell proliferation///diacylglycerol biosynthetic process///cell communication///activation of phospholipase C activity///rRNA transcription///response to hormone///tRNA catabolic process///cell migration///negative regulation of translation///antibacterial humoral response///actin filament polymerization///activation of protein kinase B activity///activation of phospholipase A2 activity///positive regulation of phosphorylation///homeostatic process///innate immune response///negative regulation of smooth muscle cell proliferation///positive regulation of protein secretion///defense response to Gram-positive bacterium///antimicrobial humoral immune response mediated by antimicrobial peptide///RNA phosphodiester bond hydrolysis, endonucleolytic","extracellular region///basement membrane///extracellular space///nucleus///chromosome///nucleolus///cytosol///actin cytoskeleton///growth cone///cytoplasmic vesicle///angiogenin-PRI complex///neuronal cell body",0.84102382,0.657,0.2404,0.4441408,0.1067788,14.41,"ANG","angiogenin","ALS9|HEL168|RAA1|RNASE4|RNASE5","protein-coding","ENSG00000214274","active","NC_000014.9","20684177","20694186","positive",1333,"GO:0003677///GO:0003779///GO:0004519///GO:0004521///GO:0004540///GO:0005102///GO:0005507///GO:0005515///GO:0008201///GO:0019843///GO:0042277///GO:0042803","GO:0001525///GO:0001541///GO:0001556///GO:0001666///GO:0001890///GO:0001938///GO:0006651///GO:0007154///GO:0007202///GO:0009303///GO:0009725///GO:0016078///GO:0016477///GO:0017148///GO:0019731///GO:0030041///GO:0032148///GO:0032431///GO:0042327///GO:0042592///GO:0045087///GO:0048662///GO:0050714///GO:0050830///GO:0061844///GO:0090502","GO:0005576///GO:0005604///GO:0005615///GO:0005634///GO:0005694///GO:0005730///GO:0005829///GO:0015629///GO:0030426///GO:0031410///GO:0032311///GO:0043025","DNA binding///actin binding///endonuclease activity///endoribonuclease activity///ribonuclease activity///signaling receptor binding///copper ion binding///protein binding///heparin binding///rRNA binding///peptide binding///protein homodimerization activity","angiogenesis///ovarian follicle development///oocyte maturation///response to hypoxia///placenta development///positive regulation of endothelial cell proliferation///diacylglycerol biosynthetic process///cell communication///activation of phospholipase C activity///rRNA transcription///response to hormone///tRNA catabolic process///cell migration///negative regulation of translation///antibacterial humoral response///actin filament polymerization///activation of protein kinase B activity///activation of phospholipase A2 activity///positive regulation of phosphorylation///homeostatic process///innate immune response///negative regulation of smooth muscle cell proliferation///positive regulation of protein secretion///defense response to Gram-positive bacterium///antimicrobial humoral immune response mediated by antimicrobial peptide///RNA phosphodiester bond hydrolysis, endonucleolytic","extracellular region///basement membrane///extracellular space///nucleus///chromosome///nucleolus///cytosol///actin cytoskeleton///growth cone///cytoplasmic vesicle///angiogenin-PRI complex///neuronal cell body","Downregulated"
285,9.34e-05,2.27e-06,0.2907,-4.727406,-1.3741517,216.2,"ANGPT2","angiopoietin 2","AGPT2|ANG2|LMPHM10","protein-coding","ENSG00000091879","active","NC_000008.11","6499632","6563420","negative",5446,"GO:0005102///GO:0005515///GO:0030971///GO:0046872","GO:0001525///GO:0001666///GO:0007165///GO:0007281///GO:0009314///GO:0009612///GO:0009749///GO:0010467///GO:0010812///GO:0014070///GO:0014823///GO:0016525///GO:0031100///GO:0043537///GO:0045766///GO:0048014///GO:0050928///GO:0060135///GO:0071363///GO:0072012","GO:0005576///GO:0005615///GO:0005634///GO:0005886///GO:0042995///GO:0062023","signaling receptor binding///protein binding///receptor tyrosine kinase binding///metal ion binding","angiogenesis///response to hypoxia///signal transduction///germ cell development///response to radiation///response to mechanical stimulus///response to glucose///gene expression///negative regulation of cell-substrate adhesion///response to organic cyclic compound///response to activity///negative regulation of angiogenesis///animal organ regeneration///negative regulation of blood vessel endothelial cell migration///positive regulation of angiogenesis///Tie signaling pathway///negative regulation of positive chemotaxis///maternal process involved in female pregnancy///cellular response to growth factor stimulus///glomerulus vasculature development","extracellular region///extracellular space///nucleus///plasma membrane///cell projection///collagen-containing extracellular matrix",0.21837324,0.0402,0.2363,2.0513825,0.4847143,239.57,"ANGPT2","angiopoietin 2","AGPT2|ANG2|LMPHM10","protein-coding","ENSG00000091879","active","NC_000008.11","6499632","6563420","negative",5446,"GO:0005102///GO:0005515///GO:0030971///GO:0046872","GO:0001525///GO:0001666///GO:0007165///GO:0007281///GO:0009314///GO:0009612///GO:0009749///GO:0010467///GO:0010812///GO:0014070///GO:0014823///GO:0016525///GO:0031100///GO:0043537///GO:0045766///GO:0048014///GO:0050928///GO:0060135///GO:0071363///GO:0072012","GO:0005576///GO:0005615///GO:0005634///GO:0005886///GO:0042995///GO:0062023","signaling receptor binding///protein binding///receptor tyrosine kinase binding///metal ion binding","angiogenesis///response to hypoxia///signal transduction///germ cell development///response to radiation///response to mechanical stimulus///response to glucose///gene expression///negative regulation of cell-substrate adhesion///response to organic cyclic compound///response to activity///negative regulation of angiogenesis///animal organ regeneration///negative regulation of blood vessel endothelial cell migration///positive regulation of angiogenesis///Tie signaling pathway///negative regulation of positive chemotaxis///maternal process involved in female pregnancy///cellular response to growth factor stimulus///glomerulus vasculature development","extracellular region///extracellular space///nucleus///plasma membrane///cell projection///collagen-containing extracellular matrix","Downregulated"
302,0.0016,0.000108,0.3364,-3.872562,-1.3026945,219.94,"ANXA2","annexin A2","ANX2|ANX2L4|CAL1H|HEL-S-270|LIP2|LPC2|LPC2D|P36|PAP-IV","protein-coding","ENSG00000182718","active","NC_000015.10","60347151","60398025","negative",5266,"GO:0001786///GO:0002020///GO:0003723///GO:0004867///GO:0005262///GO:0005509///GO:0005515///GO:0005544///GO:0005546///GO:0008092///GO:0019834///GO:0042802///GO:0044548///GO:0046790///GO:0048306///GO:0098641","GO:0001525///GO:0001765///GO:0001921///GO:0002091///GO:0006900///GO:0010756///GO:0010951///GO:0030199///GO:0031340///GO:0032804///GO:0036035///GO:0042730///GO:0042789///GO:0044090///GO:0045921///GO:0045944///GO:0050767///GO:0070588///GO:0098609///GO:1905581///GO:1905597///GO:1905599///GO:1905602///GO:1905686","GO:0001533///GO:0005576///GO:0005604///GO:0005615///GO:0005634///GO:0005737///GO:0005765///GO:0005768///GO:0005769///GO:0005811///GO:0005829///GO:0005886///GO:0005912///GO:0009986///GO:0016020///GO:0016323///GO:0016363///GO:0030496///GO:0031902///GO:0031982///GO:0035578///GO:0035749///GO:0042383///GO:0042470///GO:0043220///GO:0045121///GO:0062023///GO:0070062///GO:0090575///GO:0098797///GO:1990665///GO:1990667","phosphatidylserine binding///protease binding///RNA binding///serine-type endopeptidase inhibitor activity///calcium channel activity///calcium ion binding///protein binding///calcium-dependent phospholipid binding///phosphatidylinositol-4,5-bisphosphate binding///cytoskeletal protein binding///phospholipase A2 inhibitor activity///identical protein binding///S100 protein binding///virion binding///calcium-dependent protein binding///cadherin binding involved in cell-cell adhesion","angiogenesis///membrane raft assembly///positive regulation of receptor recycling///negative regulation of receptor internalization///vesicle budding from membrane///positive regulation of plasminogen activation///negative regulation of endopeptidase activity///collagen fibril organization///positive regulation of vesicle fusion///negative regulation of low-density lipoprotein particle receptor catabolic process///osteoclast development///fibrinolysis///mRNA transcription by RNA polymerase II///positive regulation of vacuole organization///positive regulation of exocytosis///positive regulation of transcription by RNA polymerase II///regulation of neurogenesis///calcium ion transmembrane transport///cell-cell adhesion///positive regulation of low-density lipoprotein particle clearance///positive regulation of low-density lipoprotein particle receptor binding///positive regulation of low-density lipoprotein receptor activity///positive regulation of receptor-mediated endocytosis involved in cholesterol transport///positive regulation of plasma membrane repair","cornified envelope///extracellular region///basement membrane///extracellular space///nucleus///cytoplasm///lysosomal membrane///endosome///early endosome///lipid droplet///cytosol///plasma membrane///adherens junction///cell surface///membrane///basolateral plasma membrane///nuclear matrix///midbody///late endosome membrane///vesicle///azurophil granule lumen///myelin sheath adaxonal region///sarcolemma///melanosome///Schmidt-Lanterman incisure///membrane raft///collagen-containing extracellular matrix///extracellular exosome///RNA polymerase II transcription regulator complex///plasma membrane protein complex///AnxA2-p11 complex///PCSK9-AnxA2 complex",0.87360252,0.717,0.2612,0.3626593,0.0947199,224.71,"ANXA2","annexin A2","ANX2|ANX2L4|CAL1H|HEL-S-270|LIP2|LPC2|LPC2D|P36|PAP-IV","protein-coding","ENSG00000182718","active","NC_000015.10","60347151","60398025","negative",5266,"GO:0001786///GO:0002020///GO:0003723///GO:0004867///GO:0005262///GO:0005509///GO:0005515///GO:0005544///GO:0005546///GO:0008092///GO:0019834///GO:0042802///GO:0044548///GO:0046790///GO:0048306///GO:0098641","GO:0001525///GO:0001765///GO:0001921///GO:0002091///GO:0006900///GO:0010756///GO:0010951///GO:0030199///GO:0031340///GO:0032804///GO:0036035///GO:0042730///GO:0042789///GO:0044090///GO:0045921///GO:0045944///GO:0050767///GO:0070588///GO:0098609///GO:1905581///GO:1905597///GO:1905599///GO:1905602///GO:1905686","GO:0001533///GO:0005576///GO:0005604///GO:0005615///GO:0005634///GO:0005737///GO:0005765///GO:0005768///GO:0005769///GO:0005811///GO:0005829///GO:0005886///GO:0005912///GO:0009986///GO:0016020///GO:0016323///GO:0016363///GO:0030496///GO:0031902///GO:0031982///GO:0035578///GO:0035749///GO:0042383///GO:0042470///GO:0043220///GO:0045121///GO:0062023///GO:0070062///GO:0090575///GO:0098797///GO:1990665///GO:1990667","phosphatidylserine binding///protease binding///RNA binding///serine-type endopeptidase inhibitor activity///calcium channel activity///calcium ion binding///protein binding///calcium-dependent phospholipid binding///phosphatidylinositol-4,5-bisphosphate binding///cytoskeletal protein binding///phospholipase A2 inhibitor activity///identical protein binding///S100 protein binding///virion binding///calcium-dependent protein binding///cadherin binding involved in cell-cell adhesion","angiogenesis///membrane raft assembly///positive regulation of receptor recycling///negative regulation of receptor internalization///vesicle budding from membrane///positive regulation of plasminogen activation///negative regulation of endopeptidase activity///collagen fibril organization///positive regulation of vesicle fusion///negative regulation of low-density lipoprotein particle receptor catabolic process///osteoclast development///fibrinolysis///mRNA transcription by RNA polymerase II///positive regulation of vacuole organization///positive regulation of exocytosis///positive regulation of transcription by RNA polymerase II///regulation of neurogenesis///calcium ion transmembrane transport///cell-cell adhesion///positive regulation of low-density lipoprotein particle clearance///positive regulation of low-density lipoprotein particle receptor binding///positive regulation of low-density lipoprotein receptor activity///positive regulation of receptor-mediated endocytosis involved in cholesterol transport///positive regulation of plasma membrane repair","cornified envelope///extracellular region///basement membrane///extracellular space///nucleus///cytoplasm///lysosomal membrane///endosome///early endosome///lipid droplet///cytosol///plasma membrane///adherens junction///cell surface///membrane///basolateral plasma membrane///nuclear matrix///midbody///late endosome membrane///vesicle///azurophil granule lumen///myelin sheath adaxonal region///sarcolemma///melanosome///Schmidt-Lanterman incisure///membrane raft///collagen-containing extracellular matrix///extracellular exosome///RNA polymerase II transcription regulator complex///plasma membrane protein complex///AnxA2-p11 complex///PCSK9-AnxA2 complex","Downregulated"
355,2.11e-09,1.29e-12,0.1763,-7.094993,-1.2507567,216.06,"FAS","Fas cell surface death receptor","ALPS1A|APO-1|APT1|CD95|FAS1|FASTM|TNFRSF6","protein-coding","ENSG00000026103","active","NC_000010.11","88968429","89017059","positive",9480,"GO:0005031///GO:0005515///GO:0005516///GO:0019900///GO:0038023///GO:0042802","GO:0001934///GO:0006915///GO:0006924///GO:0006955///GO:0007165///GO:0032872///GO:0033209///GO:0034198///GO:0036337///GO:0042981///GO:0043065///GO:0043066///GO:0065003///GO:0071260///GO:0071455///GO:0097049///GO:0097191///GO:0097192///GO:0097527///GO:2001235///GO:2001269","GO:0005829///GO:0005886///GO:0009897///GO:0009986///GO:0016604///GO:0031264///GO:0031265///GO:0045121///GO:0070062","tumor necrosis factor receptor activity///protein binding///calmodulin binding///kinase binding///signaling receptor activity///identical protein binding","positive regulation of protein phosphorylation///apoptotic process///activation-induced cell death of T cells///immune response///signal transduction///regulation of stress-activated MAPK cascade///tumor necrosis factor-mediated signaling pathway///cellular response to amino acid starvation///Fas signaling pathway///regulation of apoptotic process///positive regulation of apoptotic process///negative regulation of apoptotic process///protein-containing complex assembly///cellular response to mechanical stimulus///cellular response to hyperoxia///motor neuron apoptotic process///extrinsic apoptotic signaling pathway///extrinsic apoptotic signaling pathway in absence of ligand///necroptotic signaling pathway///positive regulation of apoptotic signaling pathway///positive regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway","cytosol///plasma membrane///external side of plasma membrane///cell surface///nuclear body///death-inducing signaling complex///CD95 death-inducing signaling complex///membrane raft///extracellular exosome",0.79698515,0.574,0.197,-0.5622117,-0.1107298,159.79,"FAS","Fas cell surface death receptor","ALPS1A|APO-1|APT1|CD95|FAS1|FASTM|TNFRSF6","protein-coding","ENSG00000026103","active","NC_000010.11","88968429","89017059","positive",9480,"GO:0005031///GO:0005515///GO:0005516///GO:0019900///GO:0038023///GO:0042802","GO:0001934///GO:0006915///GO:0006924///GO:0006955///GO:0007165///GO:0032872///GO:0033209///GO:0034198///GO:0036337///GO:0042981///GO:0043065///GO:0043066///GO:0065003///GO:0071260///GO:0071455///GO:0097049///GO:0097191///GO:0097192///GO:0097527///GO:2001235///GO:2001269","GO:0005829///GO:0005886///GO:0009897///GO:0009986///GO:0016604///GO:0031264///GO:0031265///GO:0045121///GO:0070062","tumor necrosis factor receptor activity///protein binding///calmodulin binding///kinase binding///signaling receptor activity///identical protein binding","positive regulation of protein phosphorylation///apoptotic process///activation-induced cell death of T cells///immune response///signal transduction///regulation of stress-activated MAPK cascade///tumor necrosis factor-mediated signaling pathway///cellular response to amino acid starvation///Fas signaling pathway///regulation of apoptotic process///positive regulation of apoptotic process///negative regulation of apoptotic process///protein-containing complex assembly///cellular response to mechanical stimulus///cellular response to hyperoxia///motor neuron apoptotic process///extrinsic apoptotic signaling pathway///extrinsic apoptotic signaling pathway in absence of ligand///necroptotic signaling pathway///positive regulation of apoptotic signaling pathway///positive regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway","cytosol///plasma membrane///external side of plasma membrane///cell surface///nuclear body///death-inducing signaling complex///CD95 death-inducing signaling complex///membrane raft///extracellular exosome","Downregulated"
563,0.0203,0.00368,0.3945,-2.904392,-1.1457268,96.24,"AZGP1","alpha-2-glycoprotein 1, zinc-binding","ZA2G|ZAG","protein-coding","ENSG00000160862","active","NC_000007.14","99966730","99976031","negative",1181,"GO:0004540///GO:0005515///GO:0008320","GO:0001580///GO:0001895///GO:0001916///GO:0002476///GO:0002486///GO:0006955///GO:0007155///GO:0008285///GO:0071806///GO:0090501","GO:0005576///GO:0005615///GO:0005634///GO:0009897///GO:0062023///GO:0070062","ribonuclease activity///protein binding///protein transmembrane transporter activity","detection of chemical stimulus involved in sensory perception of bitter taste///retina homeostasis///positive regulation of T cell mediated cytotoxicity///antigen processing and presentation of endogenous peptide antigen via MHC class Ib///antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent///immune response///cell adhesion///negative regulation of cell population proliferation///protein transmembrane transport///RNA phosphodiester bond hydrolysis","extracellular region///extracellular space///nucleus///external side of plasma membrane///collagen-containing extracellular matrix///extracellular exosome",0.19923042,0.0338,0.43,2.1224493,0.9126057,163.09,"AZGP1","alpha-2-glycoprotein 1, zinc-binding","ZA2G|ZAG","protein-coding","ENSG00000160862","active","NC_000007.14","99966730","99976031","negative",1181,"GO:0004540///GO:0005515///GO:0008320","GO:0001580///GO:0001895///GO:0001916///GO:0002476///GO:0002486///GO:0006955///GO:0007155///GO:0008285///GO:0071806///GO:0090501","GO:0005576///GO:0005615///GO:0005634///GO:0009897///GO:0062023///GO:0070062","ribonuclease activity///protein binding///protein transmembrane transporter activity","detection of chemical stimulus involved in sensory perception of bitter taste///retina homeostasis///positive regulation of T cell mediated cytotoxicity///antigen processing and presentation of endogenous peptide antigen via MHC class Ib///antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent///immune response///cell adhesion///negative regulation of cell population proliferation///protein transmembrane transport///RNA phosphodiester bond hydrolysis","extracellular region///extracellular space///nucleus///external side of plasma membrane///collagen-containing extracellular matrix///extracellular exosome","Downregulated"
720,0.0215,0.004,0.388,-2.878432,-1.1167854,1079.7,"C4A","complement C4A (Rodgers blood group)","C4|C4A2|C4A3|C4A4|C4A6|C4AD|C4S|CO4|CPAMD2|RG","protein-coding","ENSG00000244731","active","NC_000006.12","31982057","32002681","positive",5427,"GO:0001849///GO:0004866","GO:0006954///GO:0006956///GO:0006958///GO:0010951///GO:0045087///GO:2000427","GO:0005576///GO:0005615///GO:0005788///GO:0005886///GO:0030424///GO:0030425///GO:0043025///GO:0045202///GO:0070062///GO:0072562","complement component C1q complex binding///endopeptidase inhibitor activity","inflammatory response///complement activation///complement activation, classical pathway///negative regulation of endopeptidase activity///innate immune response///positive regulation of apoptotic cell clearance","extracellular region///extracellular space///endoplasmic reticulum lumen///plasma membrane///axon///dendrite///neuronal cell body///synapse///extracellular exosome///blood microparticle",0.64349746,0.362,0.2746,0.911254,0.2502372,2424.43,"C4A","complement C4A (Rodgers blood group)","C4|C4A2|C4A3|C4A4|C4A6|C4AD|C4S|CO4|CPAMD2|RG","protein-coding","ENSG00000244731","active","NC_000006.12","31982057","32002681","positive",5427,"GO:0001849///GO:0004866","GO:0006954///GO:0006956///GO:0006958///GO:0010951///GO:0045087///GO:2000427","GO:0005576///GO:0005615///GO:0005788///GO:0005886///GO:0030424///GO:0030425///GO:0043025///GO:0045202///GO:0070062///GO:0072562","complement component C1q complex binding///endopeptidase inhibitor activity","inflammatory response///complement activation///complement activation, classical pathway///negative regulation of endopeptidase activity///innate immune response///positive regulation of apoptotic cell clearance","extracellular region///extracellular space///endoplasmic reticulum lumen///plasma membrane///axon///dendrite///neuronal cell body///synapse///extracellular exosome///blood microparticle","Downregulated"
728,0.0117,0.00169,0.4661,-3.140097,-1.4636149,51.3,"C5AR1","complement C5a receptor 1","C5A|C5AR|C5R1|CD88","protein-coding","ENSG00000197405","active","NC_000019.10","47309861","47322066","positive",2343,"GO:0004875///GO:0004878///GO:0004930","GO:0001774///GO:0002430///GO:0006935///GO:0006954///GO:0006955///GO:0006968///GO:0007165///GO:0007200///GO:0007202///GO:0007204///GO:0007606///GO:0010575///GO:0010759///GO:0030593///GO:0032494///GO:0038178///GO:0042789///GO:0045766///GO:0048143///GO:0050679///GO:0050830///GO:0050890///GO:0070374///GO:0090023///GO:0097242///GO:0099172///GO:1902947","GO:0005886///GO:0016323///GO:0030667///GO:0045177","complement receptor activity///complement component C5a receptor activity///G protein-coupled receptor activity","microglial cell activation///complement receptor mediated signaling pathway///chemotaxis///inflammatory response///immune response///cellular defense response///signal transduction///phospholipase C-activating G protein-coupled receptor signaling pathway///activation of phospholipase C activity///positive regulation of cytosolic calcium ion concentration///sensory perception of chemical stimulus///positive regulation of vascular endothelial growth factor production///positive regulation of macrophage chemotaxis///neutrophil chemotaxis///response to peptidoglycan///complement component C5a signaling pathway///mRNA transcription by RNA polymerase II///positive regulation of angiogenesis///astrocyte activation///positive regulation of epithelial cell proliferation///defense response to Gram-positive bacterium///cognition///positive regulation of ERK1 and ERK2 cascade///positive regulation of neutrophil chemotaxis///amyloid-beta clearance///presynapse organization///regulation of tau-protein kinase activity","plasma membrane///basolateral plasma membrane///secretory granule membrane///apical part of cell",0.7080703,0.441,0.3185,0.7699567,0.2452119,76.81,"C5AR1","complement C5a receptor 1","C5A|C5AR|C5R1|CD88","protein-coding","ENSG00000197405","active","NC_000019.10","47309861","47322066","positive",2343,"GO:0004875///GO:0004878///GO:0004930","GO:0001774///GO:0002430///GO:0006935///GO:0006954///GO:0006955///GO:0006968///GO:0007165///GO:0007200///GO:0007202///GO:0007204///GO:0007606///GO:0010575///GO:0010759///GO:0030593///GO:0032494///GO:0038178///GO:0042789///GO:0045766///GO:0048143///GO:0050679///GO:0050830///GO:0050890///GO:0070374///GO:0090023///GO:0097242///GO:0099172///GO:1902947","GO:0005886///GO:0016323///GO:0030667///GO:0045177","complement receptor activity///complement component C5a receptor activity///G protein-coupled receptor activity","microglial cell activation///complement receptor mediated signaling pathway///chemotaxis///inflammatory response///immune response///cellular defense response///signal transduction///phospholipase C-activating G protein-coupled receptor signaling pathway///activation of phospholipase C activity///positive regulation of cytosolic calcium ion concentration///sensory perception of chemical stimulus///positive regulation of vascular endothelial growth factor production///positive regulation of macrophage chemotaxis///neutrophil chemotaxis///response to peptidoglycan///complement component C5a signaling pathway///mRNA transcription by RNA polymerase II///positive regulation of angiogenesis///astrocyte activation///positive regulation of epithelial cell proliferation///defense response to Gram-positive bacterium///cognition///positive regulation of ERK1 and ERK2 cascade///positive regulation of neutrophil chemotaxis///amyloid-beta clearance///presynapse organization///regulation of tau-protein kinase activity","plasma membrane///basolateral plasma membrane///secretory granule membrane///apical part of cell","Downregulated"
730,0.0141,0.00219,0.4838,-3.063044,-1.4818325,71.72,"C7","complement C7","","protein-coding","ENSG00000112936","active","NC_000005.10","40909497","40984643","positive",5716,"","GO:0006956///GO:0006957///GO:0006958///GO:0019835///GO:0050778","GO:0005576///GO:0005579///GO:0005615///GO:0070062","","complement activation///complement activation, alternative pathway///complement activation, classical pathway///cytolysis///positive regulation of immune response","extracellular region///membrane attack complex///extracellular space///extracellular exosome",0.56892413,0.278,0.396,1.08531,0.4298315,84.43,"C7","complement C7","","protein-coding","ENSG00000112936","active","NC_000005.10","40909497","40984643","positive",5716,"","GO:0006956///GO:0006957///GO:0006958///GO:0019835///GO:0050778","GO:0005576///GO:0005579///GO:0005615///GO:0070062","","complement activation///complement activation, alternative pathway///complement activation, classical pathway///cytolysis///positive regulation of immune response","extracellular region///membrane attack complex///extracellular space///extracellular exosome","Downregulated"
759,0.00166,0.000114,0.3653,-3.859333,-1.4096252,52.25,"CA1","carbonic anhydrase 1","CA-I|CAB|Car1|HEL-S-11","protein-coding","ENSG00000133742","active","NC_000008.11","85327608","85378113","negative",2091,"GO:0004064///GO:0004089///GO:0005515///GO:0008270///GO:0016836///GO:0018820","GO:0006730","GO:0005737///GO:0005829///GO:0070062","arylesterase activity///carbonate dehydratase activity///protein binding///zinc ion binding///hydro-lyase activity///cyanamide hydratase activity","one-carbon metabolic process","cytoplasm///cytosol///extracellular exosome",0.89180472,0.752,0.2664,0.3155544,0.0840501,26.1,"CA1","carbonic anhydrase 1","CA-I|CAB|Car1|HEL-S-11","protein-coding","ENSG00000133742","active","NC_000008.11","85327608","85378113","negative",2091,"GO:0004064///GO:0004089///GO:0005515///GO:0008270///GO:0016836///GO:0018820","GO:0006730","GO:0005737///GO:0005829///GO:0070062","arylesterase activity///carbonate dehydratase activity///protein binding///zinc ion binding///hydro-lyase activity///cyanamide hydratase activity","one-carbon metabolic process","cytoplasm///cytosol///extracellular exosome","Downregulated"
